SaleID,CustomerID,CarModel,DealerID,Price,Date,FuelType,Region
2157,2914,Seltos,70,1610584,2023-01-03,Hybrid,East
2158,4561,Harrier,62,487081,2023-08-03,Diesel,Central
2159,3466,Swift,120,2944966,2023-10-18,Petrol,East
2160,3737,Seltos,89,2211920,2022-03-17,Diesel,North
2161,1849,Alto,189,2124578,2022-08-15,CNG,Central
2162,3109,XUV700,1,2173843,2024-08-16,Diesel,Central
2163,4216,Baleno,194,936939,2023-08-15,Petrol,Central
2164,3263,Alto,126,2105601,2022-01-24,Petrol,Central
2165,1002,i20,32,2241926,2022-01-28,Diesel,East
2166,1159,Alto,141,685151,2022-05-01,Hybrid,West
2167,4810,Ertiga,161,687179,2024-05-02,Diesel,East
2168,1780,City,32,881818,2023-09-16,CNG,South
2169,4191,Swift,56,1001037,2024-06-08,Diesel,North
2170,1892,Creta,152,2873345,2022-01-31,Diesel,East
2171,3030,Baleno,91,946499,2024-05-19,Diesel,East
2172,4160,Creta,4,2420667,2022-02-19,CNG,Central
2173,3376,City,23,1475442,2023-12-27,Diesel,South
2174,1579,Ertiga,29,1957845,2023-01-24,Hybrid,Central
2175,2933,Ertiga,98,2829584,2024-08-01,CNG,Central
2176,2380,City,149,1556455,2024-10-11,Hybrid,West
2177,4681,Baleno,30,1366163,2023-04-20,CNG,North
2178,2290,Creta,90,1913419,2024-01-26,Petrol,West
2179,2640,Seltos,148,821501,2023-08-26,Petrol,Central
2180,1951,Ertiga,144,2323542,2024-07-14,CNG,North
2181,4394,Creta,67,1890426,2024-10-26,CNG,East
2182,3682,Harrier,177,1955506,2024-03-03,CNG,South
2183,1987,Creta,101,1728727,2023-02-16,Petrol,West
2184,4612,Harrier,58,1735977,2023-10-24,CNG,South
2185,4720,Harrier,172,1478360,2022-07-10,Petrol,Central
2186,2218,Ertiga,25,2256386,2024-02-25,Petrol,North
2187,1920,Baleno,23,1453272,2023-08-08,CNG,East
2188,3785,i20,187,755675,2024-08-16,CNG,North
2189,2355,Ertiga,129,434635,2023-05-15,CNG,South
2190,1169,Baleno,97,720687,2023-08-03,Petrol,South
2191,1520,Baleno,143,2393604,2024-03-26,Diesel,East
2192,2486,Alto,128,2508969,2024-02-19,CNG,East
2193,1039,City,81,920674,2024-07-31,Diesel,North
2194,2560,City,180,2814554,2022-09-22,Diesel,West
2195,4332,City,186,2104104,2022-01-07,Diesel,North
2196,2418,XUV700,169,2619627,2023-11-26,Hybrid,South
2197,1954,Ertiga,172,2720530,2024-09-18,Diesel,North
2198,4297,Baleno,4,989487,2024-07-06,Diesel,Central
2199,1983,Alto,196,1506358,2024-01-18,Petrol,North
2200,4195,Harrier,135,1961389,2022-05-26,Hybrid,North
2201,1974,i20,46,604635,2022-08-29,Petrol,Central
2202,1037,i20,9,416291,2024-05-06,Petrol,South
2203,3375,Harrier,161,622047,2022-10-14,Diesel,East
2204,2274,Creta,33,2325259,2024-08-09,Petrol,North
2205,4972,Creta,84,1273586,2022-01-26,CNG,West
2206,2199,City,132,1543111,2023-03-28,Diesel,East
2207,2625,Ertiga,65,826208,2022-04-16,CNG,West
2208,1913,XUV700,106,900269,2022-08-28,Diesel,North
2209,1453,Alto,34,832566,2022-11-28,Diesel,West
2210,1036,i20,85,1184077,2024-06-30,Diesel,East
2211,4387,City,88,408577,2023-10-07,Hybrid,West
2212,2711,Swift,192,954236,2022-02-04,Diesel,West
2213,4020,City,153,477700,2024-05-25,CNG,East
2214,1795,Swift,55,2764513,2023-01-19,Diesel,East
2215,1972,Seltos,137,1246610,2024-03-21,Diesel,East
2216,1592,Baleno,17,2677264,2024-01-18,Petrol,East
2217,2137,Harrier,149,1395774,2024-08-16,Diesel,Central
2218,4111,Baleno,188,1558233,2022-04-05,Diesel,North
2219,2324,City,141,2706154,2024-10-16,Diesel,East
2220,3271,Baleno,131,2302043,2022-07-24,Diesel,South
2221,1317,Alto,196,1017363,2024-04-13,Diesel,West
2222,3396,Seltos,4,2900037,2022-01-30,Diesel,East
2223,3162,XUV700,7,1114335,2022-09-23,Hybrid,East
2224,3745,Seltos,26,914591,2022-01-23,CNG,North
2225,2346,i20,24,1994493,2023-09-01,Hybrid,East
2226,2591,Alto,10,1277714,2022-02-08,CNG,Central
2227,4111,Baleno,13,2474903,2022-06-22,Hybrid,South
2228,2889,XUV700,125,1641111,2024-01-30,Diesel,South
2229,3087,Baleno,172,2805303,2023-02-18,Hybrid,East
2230,4930,Ertiga,39,1859920,2023-11-23,CNG,North
2231,2996,Ertiga,147,1974903,2023-09-07,Petrol,East
2232,2772,Creta,179,403857,2022-07-28,Petrol,West
2233,2312,Seltos,19,590091,2022-01-22,Diesel,South
2234,2285,XUV700,76,2064296,2022-01-05,Diesel,West
2235,1215,Ertiga,52,1441399,2023-10-13,CNG,Central
2236,4218,Creta,175,1668655,2022-08-02,Petrol,South
2237,3383,Alto,120,2772031,2024-07-08,Diesel,South
2238,4239,XUV700,158,2080806,2024-06-25,Hybrid,Central
2239,3139,Creta,46,1779872,2023-11-03,Hybrid,West
2240,3400,Harrier,149,1791639,2023-10-29,Petrol,East
2241,3618,XUV700,75,691900,2024-03-10,CNG,North
2242,4642,City,124,2351420,2022-11-13,Diesel,West
2243,3863,Creta,48,2863827,2024-03-03,Diesel,Central
2244,2704,Baleno,62,2550366,2023-07-30,Diesel,Central
2245,3828,City,58,1423655,2022-04-01,Petrol,Central
2246,1362,Harrier,18,994105,2024-01-31,Hybrid,South
2247,3604,Ertiga,108,988150,2024-02-09,CNG,East
2248,4416,Swift,187,1182409,2022-01-01,Petrol,South
2249,2716,Creta,48,1184256,2022-04-19,Petrol,South
2250,2193,Alto,63,1871828,2024-07-16,Diesel,South
2251,1355,Creta,12,2990815,2022-07-25,Hybrid,Central
2252,1190,Swift,34,2348092,2024-04-29,CNG,West
2253,4738,Harrier,189,690477,2023-08-13,CNG,North
2254,3469,Harrier,102,2402029,2023-09-15,Diesel,North
2255,1699,City,87,1402299,2024-08-22,CNG,East
2256,3054,XUV700,181,2536440,2024-08-22,Hybrid,East
2257,3180,Alto,25,1265020,2023-10-15,Diesel,Central
2258,4818,City,190,576339,2022-03-20,Diesel,North
2259,1556,Alto,132,694319,2023-02-19,Hybrid,West
2260,1825,Alto,141,2840954,2023-10-01,CNG,Central
2261,3808,Swift,170,771879,2024-03-01,Hybrid,East
2262,2054,City,49,1948244,2022-11-29,CNG,Central
2263,3582,Alto,78,2855269,2022-10-15,CNG,East
2264,1425,i20,184,2346350,2022-06-10,CNG,North
2265,4465,Swift,175,1120658,2022-11-16,Hybrid,Central
2266,3719,Harrier,136,938093,2024-07-12,Hybrid,South
2267,3410,Swift,55,1882309,2022-12-30,Petrol,East
2268,4508,Baleno,18,1503292,2023-04-20,Hybrid,South
2269,4741,Baleno,35,1582519,2024-10-19,Diesel,East
2270,2574,Alto,160,2337801,2024-02-05,Diesel,South
2271,4998,City,152,699519,2023-08-25,Diesel,North
2272,3129,Harrier,7,2149677,2022-11-08,Diesel,North
2273,3403,Swift,13,1978698,2023-08-12,Petrol,West
2274,4329,City,126,1976263,2022-12-09,Hybrid,West
2275,4789,Swift,112,1905883,2024-06-24,Hybrid,West
2276,1588,Swift,69,1787213,2022-06-21,CNG,Central
2277,3012,i20,100,1893340,2023-09-18,Hybrid,East
2278,2547,Baleno,90,1837486,2024-10-29,CNG,Central
2279,1294,Swift,42,754818,2023-11-13,CNG,West
2280,2985,i20,109,1460385,2022-11-07,Diesel,East
2281,2247,Baleno,159,922801,2024-07-02,Petrol,Central
2282,2548,i20,110,1163720,2023-03-06,Petrol,North
2283,4117,City,26,1106817,2024-05-07,Hybrid,East
2284,2690,XUV700,76,2691232,2022-10-12,CNG,West
2285,2136,Baleno,32,1008527,2023-05-10,Diesel,North
2286,2256,Ertiga,91,457942,2022-12-21,CNG,East
2287,3064,XUV700,125,1038466,2022-08-02,Diesel,Central
2288,1359,City,126,2139790,2024-03-27,CNG,West
2289,4294,Swift,52,1857765,2022-07-19,Hybrid,Central
2290,3913,Harrier,148,2848382,2024-05-02,Hybrid,North
2291,1699,City,103,2261886,2022-05-16,CNG,North
2292,1447,i20,105,787808,2024-08-05,Petrol,North
2293,3903,i20,168,1334609,2023-09-20,Diesel,East
2294,3412,i20,187,1037462,2024-07-05,Petrol,West
2295,1674,i20,14,2363692,2022-12-08,Petrol,North
2296,2007,City,172,1750655,2023-01-23,CNG,Central
2297,2349,Harrier,104,2529936,2022-01-04,Diesel,West
2298,3514,Creta,117,2921969,2023-11-08,Diesel,Central
2299,3461,i20,48,964153,2023-02-03,Hybrid,Central
2300,4526,Creta,93,2837997,2023-02-15,CNG,North
2301,1585,Harrier,171,811832,2022-08-01,CNG,West
2302,2256,Harrier,144,1198086,2023-07-14,CNG,South
2303,2247,XUV700,110,942118,2023-07-12,Hybrid,East
2304,1993,Baleno,163,809421,2023-07-12,Hybrid,South
2305,4902,Ertiga,53,966713,2023-05-17,Diesel,East
2306,2435,Alto,162,2978062,2023-10-06,Hybrid,West
2307,1571,Ertiga,3,1877643,2023-06-15,CNG,North
2308,3382,City,68,1702607,2024-08-10,CNG,West
2309,2245,Alto,133,800168,2024-02-26,Petrol,South
2310,3084,Harrier,138,2980129,2023-04-20,Hybrid,Central
2311,1988,Ertiga,52,2020269,2022-02-11,CNG,East
2312,1277,Seltos,157,2211703,2023-08-27,CNG,East
2313,2219,Baleno,96,1704092,2022-02-17,Diesel,South
2314,3963,Ertiga,31,667535,2023-12-29,Hybrid,North
2315,2887,Baleno,66,2970372,2022-08-09,CNG,West
2316,1483,Creta,91,1642116,2024-07-28,Diesel,South
2317,2265,City,69,415091,2022-12-09,Petrol,West
2318,4395,Baleno,165,736644,2022-06-04,Petrol,North
2319,1730,Creta,155,774924,2024-07-26,Diesel,Central
2320,3239,i20,87,842850,2024-04-20,Hybrid,West
2321,2040,Creta,33,689112,2023-01-22,CNG,North
2322,3571,City,68,2408621,2024-06-12,Hybrid,South
2323,1917,XUV700,187,2098265,2022-02-07,Diesel,Central
2324,3448,i20,192,1146577,2024-04-30,CNG,Central
2325,4977,Harrier,88,2862803,2023-12-30,CNG,Central
2326,1885,Swift,172,2942881,2022-08-19,CNG,East
2327,3752,Creta,95,651707,2023-03-28,Hybrid,North
2328,1021,Creta,108,1064393,2022-09-14,Hybrid,West
2329,1473,Baleno,177,2777552,2023-03-10,Diesel,South
2330,4191,Harrier,53,579594,2022-07-28,Petrol,Central
2331,3257,Ertiga,74,1832666,2022-05-17,Diesel,Central
2332,3353,Seltos,49,955476,2023-07-19,CNG,Central
2333,4341,Alto,113,2814430,2024-05-05,Diesel,North
2334,1703,Creta,114,1746808,2023-12-22,Petrol,South
2335,1686,Ertiga,194,2905347,2024-04-24,Diesel,North
2336,1284,Seltos,95,2172200,2022-02-05,Petrol,South
2337,1715,Alto,191,2136560,2022-01-27,Petrol,West
2338,4747,Swift,25,890320,2022-01-18,CNG,East
2339,1762,Baleno,132,467824,2023-09-22,Petrol,South
2340,2250,Ertiga,179,571503,2023-08-02,Hybrid,North
2341,1947,Baleno,139,2853843,2024-06-21,Diesel,North
2342,3428,Alto,145,2438560,2024-09-01,Diesel,North
2343,3507,XUV700,108,922040,2022-05-03,Hybrid,East
2344,2030,Creta,194,2050702,2024-08-14,Hybrid,South
2345,1028,i20,198,1557060,2024-09-27,CNG,South
2346,1906,Seltos,69,793423,2024-09-13,Diesel,South
2347,4104,Harrier,84,1449659,2022-12-04,Hybrid,South
2348,4717,City,157,2782431,2024-09-17,CNG,Central
2349,3926,Creta,85,2554261,2022-09-30,Diesel,Central
2350,3126,i20,119,1772074,2024-06-20,Diesel,North
2351,4999,City,72,1901093,2022-02-08,Hybrid,Central
2352,3994,Ertiga,20,724377,2023-11-13,Petrol,South
2353,3506,City,27,1676403,2023-03-02,Petrol,South
2354,1569,Swift,8,2972496,2022-11-11,Hybrid,Central
2355,3006,Creta,85,2712800,2023-09-06,Petrol,West
2356,4609,Baleno,61,2175322,2024-01-25,Diesel,North
2357,4553,XUV700,156,1500164,2022-06-06,CNG,East
2358,2453,Harrier,198,2266724,2024-05-21,CNG,North
2359,1737,Baleno,3,2624710,2024-02-16,Hybrid,North
2360,4356,i20,197,1788975,2022-09-14,CNG,North
2361,1515,Creta,7,2125713,2024-05-04,Hybrid,Central
2362,3000,XUV700,188,1570497,2023-09-27,Petrol,North
2363,4170,City,4,2710782,2023-04-01,Diesel,South
2364,3444,Creta,133,2465612,2022-02-16,Petrol,North
2365,4560,City,139,2066345,2022-01-10,Hybrid,South
2366,1038,Ertiga,125,1608436,2022-05-24,Diesel,Central
2367,4342,Swift,15,475018,2023-05-02,Diesel,Central
2368,1886,Alto,192,1327399,2024-10-27,Diesel,North
2369,3844,Creta,13,1659319,2023-08-14,Petrol,South
2370,3204,i20,118,1377074,2024-06-17,Diesel,South
2371,2098,City,7,2442003,2022-07-26,Petrol,South
2372,3931,Baleno,104,1805392,2024-06-28,Petrol,South
2373,2823,Ertiga,6,2448975,2022-09-16,Diesel,East
2374,4201,i20,184,1192553,2023-03-30,Hybrid,Central
2375,2710,Harrier,64,1531021,2024-03-09,Diesel,South
2376,1973,Alto,178,2827159,2023-01-10,Diesel,East
2377,4155,Ertiga,30,2122866,2023-04-09,Petrol,East
2378,4093,Swift,22,449987,2022-03-16,Diesel,Central
2379,4530,Alto,153,1549363,2022-08-30,Hybrid,West
2380,2562,City,156,2491823,2022-05-03,Diesel,North
2381,4778,i20,118,1877294,2022-04-21,Hybrid,Central
2382,3896,Harrier,84,2004552,2022-08-22,CNG,West
2383,4453,Seltos,167,2249955,2024-08-25,CNG,North
2384,3795,Swift,195,2229458,2023-05-12,CNG,North
2385,4511,XUV700,133,409495,2023-12-28,Diesel,North
2386,4675,City,193,2202632,2022-04-02,Petrol,East
2387,1988,Seltos,143,1379424,2022-12-03,Hybrid,South
2388,1020,Creta,90,706688,2023-05-28,CNG,North
2389,3350,Harrier,195,2475251,2023-08-26,Hybrid,South
2390,1868,Baleno,168,1025058,2023-03-04,Petrol,North
2391,1083,XUV700,121,1875785,2022-01-07,Hybrid,East
2392,4845,i20,106,2512139,2022-04-30,Hybrid,North
2393,2682,Harrier,69,550161,2023-01-22,CNG,Central
2394,2976,Alto,95,2038861,2023-10-03,Hybrid,West
2395,4524,Ertiga,77,1460041,2022-07-02,CNG,North
2396,2410,Alto,171,1960465,2023-11-28,Petrol,West
2397,2530,Alto,1,1219072,2023-07-19,CNG,West
2398,4328,Creta,150,2835293,2023-03-22,Hybrid,East
2399,1569,Swift,62,1460942,2022-07-19,Petrol,West
2400,4963,Baleno,154,1216327,2024-08-05,Diesel,East
2401,1933,XUV700,18,2259537,2023-05-28,Diesel,North
2402,4598,Swift,48,1036904,2024-09-16,Petrol,South
2403,4233,Harrier,137,2823695,2022-08-01,Petrol,East
2404,2980,Alto,1,1963790,2023-06-30,Hybrid,West
2405,4234,Creta,137,2998261,2023-05-01,Diesel,West
2406,2855,Harrier,151,1283654,2022-06-17,Petrol,North
2407,4056,Ertiga,107,2191599,2024-06-08,Diesel,East
2408,1792,Baleno,173,855066,2024-07-19,Diesel,North
2409,1791,XUV700,130,2839129,2024-04-07,Hybrid,East
2410,4595,Ertiga,142,1274756,2022-05-17,Petrol,South
2411,2809,Creta,38,1314150,2022-04-25,CNG,Central
2412,2294,Baleno,40,1628251,2023-05-31,Petrol,North
2413,3539,Harrier,191,493593,2023-11-19,Diesel,West
2414,3255,Alto,82,549519,2024-10-16,CNG,North
2415,4610,Alto,16,1532516,2022-10-20,CNG,East
2416,2607,City,127,2583829,2022-08-19,Diesel,North
2417,2083,Alto,117,2453923,2024-07-26,CNG,South
2418,3477,Seltos,93,1393381,2023-06-02,CNG,East
2419,1984,Alto,134,636729,2023-12-07,Petrol,West
2420,2680,Seltos,3,867894,2023-01-12,Diesel,West
2421,4676,i20,14,1562146,2023-03-13,Hybrid,East
2422,4380,Seltos,66,987344,2024-05-02,CNG,South
2423,1519,Baleno,95,481468,2024-08-27,Diesel,North
2424,1590,Ertiga,86,1309329,2023-05-14,Petrol,Central
2425,2050,Baleno,195,1154233,2023-08-23,Petrol,West
2426,2709,Ertiga,114,437880,2024-02-17,Petrol,South
2427,4633,City,159,401355,2022-03-11,CNG,South
2428,3035,i20,161,2603512,2022-07-24,Hybrid,South
2429,3246,Ertiga,129,2709846,2022-12-07,Petrol,North
2430,3434,Ertiga,172,610828,2022-04-28,Hybrid,South
2431,1348,Creta,15,2158490,2024-06-07,Diesel,South
2432,1959,Swift,37,1637863,2022-01-15,Petrol,East
2433,2963,Swift,155,1023426,2024-06-29,CNG,East
2434,1692,Creta,176,2498121,2023-09-19,Petrol,South
2435,2559,Alto,27,1809616,2023-11-21,CNG,South
2436,4899,Creta,12,1186686,2024-02-13,Diesel,East
2437,1377,Ertiga,67,1852098,2024-07-01,Hybrid,North
2438,3946,Ertiga,30,2038380,2022-04-30,Hybrid,East
2439,3963,Creta,96,2065941,2022-01-26,Hybrid,East
2440,4629,Creta,194,2434277,2022-03-05,Petrol,East
2441,1526,Alto,135,2184781,2023-04-05,Petrol,East
2442,4224,Baleno,34,1948890,2022-11-10,Diesel,Central
2443,3781,i20,32,2490025,2024-03-15,Hybrid,West
2444,3253,Harrier,117,2494867,2024-09-12,Diesel,North
2445,3502,Ertiga,39,2384303,2024-01-06,CNG,North
2446,4344,i20,96,2961809,2024-06-07,Petrol,South
2447,4965,Creta,171,2963660,2024-09-08,Hybrid,Central
2448,2259,Alto,171,2699113,2023-08-02,Petrol,South
2449,2875,Seltos,131,2398556,2024-08-29,Hybrid,North
2450,2763,Alto,174,1866117,2024-05-10,Hybrid,North
2451,1520,XUV700,160,883338,2023-12-08,Petrol,South
2452,2701,XUV700,43,1723631,2023-01-30,Petrol,West
2453,2016,i20,81,2133016,2023-04-29,Diesel,South
2454,4003,Swift,3,2257643,2023-10-28,Petrol,West
2455,4902,XUV700,74,2810475,2023-04-01,Petrol,West
2456,3773,XUV700,117,1684179,2022-07-29,Petrol,East
2457,2013,Baleno,63,2822841,2023-06-09,CNG,North
2458,3548,Seltos,111,640655,2023-11-07,CNG,East
2459,1116,Baleno,40,1312350,2024-09-28,CNG,North
2460,3433,Seltos,18,710748,2024-06-14,Diesel,East
2461,2367,City,67,1785052,2024-09-30,Diesel,West
2462,1583,Harrier,103,2513972,2022-11-03,Hybrid,East
2463,1394,Ertiga,190,1822991,2022-03-01,Diesel,Central
2464,2087,XUV700,138,570386,2023-01-21,Petrol,East
2465,4788,Ertiga,180,1413689,2022-02-25,Hybrid,East
2466,3768,XUV700,46,1519369,2022-06-17,Petrol,East
2467,1071,Baleno,55,1398091,2023-12-18,Hybrid,Central
2468,4860,Harrier,174,2065745,2024-05-14,Diesel,North
2469,1273,Baleno,75,414866,2023-04-27,CNG,East
2470,3013,Baleno,188,2146725,2022-12-06,Petrol,North
2471,2343,Seltos,97,1183834,2024-03-06,Hybrid,South
2472,1337,Swift,26,2741886,2024-06-10,CNG,West
2473,2389,Alto,155,1411567,2024-02-15,Petrol,South
2474,4566,i20,166,1739180,2023-08-24,Petrol,Central
2475,1606,Ertiga,22,448500,2023-03-13,CNG,Central
2476,1165,City,26,1648417,2022-06-01,Diesel,North
2477,2567,XUV700,197,922881,2024-07-22,CNG,North
2478,3058,Baleno,163,1180331,2023-06-24,Diesel,East
2479,2324,Swift,194,674272,2022-08-13,Hybrid,South
2480,1728,Baleno,73,1978066,2023-07-17,Diesel,North
2481,3848,Harrier,115,1287675,2023-07-12,Hybrid,North
2482,3043,Seltos,51,660731,2023-09-10,Hybrid,North
2483,1101,City,113,890010,2022-01-24,Hybrid,West
2484,4496,Alto,146,2052122,2023-01-03,Hybrid,North
2485,2415,Harrier,171,2363631,2024-09-25,Petrol,West
2486,1778,Creta,12,1104600,2022-12-01,Hybrid,Central
2487,1213,City,3,2580735,2022-01-03,Petrol,East
2488,4762,Baleno,120,1109649,2024-10-04,Petrol,South
2489,2111,Harrier,135,984352,2022-09-20,Hybrid,North
2490,2576,Alto,134,2594271,2022-05-01,Diesel,West
2491,3448,Swift,82,2196985,2022-01-21,Diesel,North
2492,3635,Swift,45,1922968,2024-06-23,CNG,North
2493,3936,Ertiga,127,1268773,2022-05-20,Petrol,West
2494,4117,Alto,86,1104259,2022-07-25,Petrol,North
2495,2695,Swift,115,486891,2022-02-12,Diesel,South
2496,4534,Harrier,167,881981,2024-04-29,Petrol,Central
2497,1591,Ertiga,179,1125329,2024-10-25,Diesel,East
2498,2333,Swift,9,433033,2022-07-26,CNG,North
2499,2109,City,151,2860450,2023-09-27,Hybrid,West
2500,3139,Seltos,12,1449954,2022-12-11,Hybrid,South
2501,4731,Creta,116,2163544,2023-01-07,Hybrid,North
2502,3720,Alto,88,1043392,2023-07-01,CNG,Central
2503,1713,Harrier,62,695761,2024-09-10,Petrol,Central
2504,1935,XUV700,104,2361624,2022-12-01,CNG,West
2505,2951,Baleno,73,1113695,2022-01-11,Petrol,North
2506,1241,Harrier,77,1734483,2022-03-16,Petrol,North
2507,3043,Swift,40,1589648,2024-08-04,Hybrid,North
2508,4936,Harrier,182,1845066,2024-07-01,Diesel,Central
2509,1001,XUV700,135,1764952,2023-12-11,Diesel,North
2510,3272,Baleno,17,1069587,2024-05-02,Hybrid,North
2511,3848,Ertiga,119,548351,2024-02-15,Petrol,North
2512,2768,Swift,126,1130264,2024-06-04,CNG,North
2513,2949,i20,178,1644588,2024-01-06,Hybrid,West
2514,3636,Swift,24,573808,2023-09-26,Hybrid,Central
2515,3163,Creta,2,2462622,2023-01-31,CNG,East
2516,4737,i20,92,1411008,2023-11-14,Petrol,West
2517,1917,Creta,161,802867,2023-02-25,Hybrid,North
2518,4174,XUV700,149,1270895,2022-12-30,Hybrid,East
2519,3241,Alto,117,407771,2022-04-03,Petrol,South
2520,4237,Baleno,53,741140,2022-09-23,CNG,East
2521,3918,Seltos,46,2477306,2022-07-25,CNG,West
2522,1089,Ertiga,45,2275842,2022-02-06,Diesel,Central
2523,2709,Seltos,9,2662341,2024-10-31,Diesel,West
2524,3169,City,6,2074154,2024-01-14,CNG,Central
2525,1142,City,51,2455196,2022-01-19,Diesel,Central
2526,4041,XUV700,119,1117497,2023-01-09,Diesel,Central
2527,1105,Alto,35,2838724,2022-04-04,Petrol,South
2528,1886,City,82,2505841,2022-02-01,Hybrid,East
2529,1427,Swift,181,1767918,2022-05-20,Diesel,West
2530,2328,Harrier,147,1965393,2024-08-30,Diesel,West
2531,2895,Creta,197,1974227,2024-01-03,Petrol,Central
2532,2994,City,25,2630975,2024-01-24,CNG,South
2533,1316,XUV700,139,1980646,2022-02-27,Diesel,South
2534,2986,Creta,17,2116476,2022-05-20,Hybrid,North
2535,1634,Swift,36,708135,2024-06-19,Diesel,South
2536,2925,Alto,96,2830171,2023-01-13,Hybrid,Central
2537,3056,Baleno,21,1147916,2024-07-10,CNG,Central
2538,3821,Seltos,18,1243087,2023-01-08,Diesel,East
2539,4144,Swift,188,987465,2024-02-17,Hybrid,Central
2540,4430,Ertiga,146,1203309,2022-06-16,Hybrid,East
2541,3270,i20,1,2362942,2023-06-07,Hybrid,South
2542,2439,XUV700,142,2515557,2023-08-07,CNG,North
2543,1552,Seltos,136,2613587,2023-05-16,Hybrid,West
2544,4441,Ertiga,194,2283637,2024-06-14,Petrol,Central
2545,1715,Baleno,51,446233,2024-09-25,CNG,South
2546,2287,Ertiga,79,1022260,2023-07-14,Hybrid,Central
2547,4911,Alto,188,2620963,2024-10-08,CNG,East
2548,2713,i20,162,1307529,2022-08-21,CNG,South
2549,2883,Creta,36,459269,2023-07-14,Petrol,West
2550,4389,Seltos,62,1027846,2024-07-09,Hybrid,East
2551,2107,i20,129,1539444,2024-05-10,CNG,South
2552,2341,Harrier,85,1900190,2024-05-21,CNG,West
2553,1110,Swift,42,1182170,2022-03-22,Hybrid,East
2554,1250,Harrier,1,2304898,2023-09-06,Petrol,West
2555,3430,Swift,54,2070247,2023-12-04,Diesel,South
2556,3054,Alto,175,1969198,2023-06-25,Hybrid,East
2557,1458,i20,100,841856,2024-02-04,Diesel,North
2558,2107,Baleno,39,2310700,2024-01-08,Hybrid,Central
2559,1207,City,158,1339957,2023-08-29,Hybrid,North
2560,1899,Ertiga,7,1677873,2023-09-14,CNG,West
2561,4461,City,150,1654022,2024-10-18,Hybrid,South
2562,4385,i20,121,904254,2022-07-15,Petrol,Central
2563,1021,Harrier,178,902542,2024-09-21,Petrol,South
2564,1409,City,45,1694530,2024-08-03,Hybrid,West
2565,1894,XUV700,74,1331229,2022-02-13,CNG,South
2566,1514,City,120,2965241,2023-01-28,CNG,East
2567,4198,Swift,72,2199283,2022-06-04,Diesel,East
2568,1808,XUV700,138,574115,2024-09-04,Hybrid,West
2569,4771,Seltos,142,897730,2022-02-28,Diesel,South
2570,1873,City,46,2067716,2022-04-20,CNG,West
2571,1013,XUV700,123,2574232,2023-04-24,Petrol,Central
2572,1970,i20,118,2054727,2023-09-10,CNG,South
2573,4025,Ertiga,75,2412889,2024-02-23,Petrol,East
2574,4061,Seltos,6,1989569,2023-08-24,Diesel,North
2575,4083,Baleno,21,463131,2024-07-28,CNG,East
2576,3134,Baleno,190,1262447,2024-09-18,Petrol,South
2577,4595,Alto,147,2297464,2023-06-15,Diesel,South
2578,3956,City,103,1133833,2024-10-23,CNG,South
2579,2560,Ertiga,88,1602737,2023-01-13,Hybrid,South
2580,2324,Creta,99,738084,2023-07-26,CNG,Central
2581,2266,XUV700,62,2858430,2023-08-10,Diesel,North
2582,3169,Seltos,107,2308924,2022-12-23,CNG,East
2583,4218,i20,83,1142886,2023-11-16,Diesel,Central
2584,4638,City,181,2820692,2024-05-07,Petrol,West
2585,1749,i20,152,2464475,2023-10-21,CNG,South
2586,4427,Creta,56,2501029,2022-02-04,Diesel,East
2587,1684,Alto,190,1008544,2024-10-03,Diesel,West
2588,2927,Creta,162,2177148,2023-04-06,Hybrid,North
2589,4804,Swift,22,1480394,2023-12-19,Petrol,East
2590,4702,Harrier,68,1155244,2023-05-27,Hybrid,Central
2591,3356,Seltos,185,2545707,2023-05-06,Hybrid,West
2592,1694,Harrier,10,1365684,2022-09-30,CNG,East
2593,3335,Creta,66,1833774,2024-10-09,Diesel,Central
2594,1306,Alto,8,922126,2023-06-11,Diesel,South
2595,4883,Alto,123,772072,2022-07-29,Diesel,East
2596,4665,Baleno,38,1475196,2023-09-16,CNG,South
2597,2989,City,123,783382,2022-06-22,CNG,West
2598,3961,Baleno,62,1771259,2023-03-23,Petrol,West
2599,4794,Seltos,156,483335,2022-01-11,Hybrid,West
2600,1661,Seltos,138,447285,2024-01-31,Petrol,South
2601,1548,Seltos,45,2941603,2022-11-19,Petrol,South
2602,4423,i20,65,2359859,2024-09-03,CNG,Central
2603,1311,Baleno,67,2518321,2023-03-21,Diesel,East
2604,3920,i20,137,2789669,2022-12-08,CNG,Central
2605,2082,Harrier,133,2028141,2022-08-09,CNG,South
2606,4714,City,106,2962538,2022-04-20,CNG,East
2607,3971,Creta,138,979408,2023-02-14,Petrol,West
2608,2737,XUV700,140,728520,2023-05-20,Diesel,Central
2609,1754,Baleno,82,978523,2022-02-09,CNG,Central
2610,1034,XUV700,58,1876021,2022-09-20,Petrol,Central
2611,1444,Alto,149,2321862,2023-12-09,CNG,South
2612,3140,Baleno,149,1988269,2024-04-02,Hybrid,East
2613,2982,Harrier,193,513307,2023-04-06,Diesel,West
2614,2230,Baleno,131,2861072,2022-08-05,Petrol,South
2615,1352,i20,69,2330667,2022-03-18,Hybrid,West
2616,1902,City,89,1584491,2024-06-10,CNG,North
2617,2355,Creta,64,624059,2023-01-25,Hybrid,North
2618,4888,Ertiga,177,2480708,2023-01-09,Hybrid,West
