ServiceID,CustomerID,CarModel,ServiceRating,ServiceCost,ComplaintType,ServiceDate
1000,3016,City,4,3063,AC Problem,2024-10-03
1001,2913,Creta,4,10986,Engine Noise,2023-01-29
1002,4486,Swift,5,11678,Scratches,2023-12-18
1003,2605,Baleno,1,4483,Late Delivery,2024-01-30
1004,4427,City,3,9716,No Issue,2022-08-18
1005,4714,Swift,2,7109,High Service Cost,2022-12-22
1006,1643,Baleno,2,3234,AC Problem,2023-02-28
1007,2271,Ertiga,1,14177,Scratches,2023-05-15
1008,3714,Alto,3,13046,AC Problem,2022-01-20
1009,4813,Seltos,4,9626,Scratches,2022-08-03
1010,2624,Baleno,2,12186,Scratches,2024-01-14
1011,4300,Creta,4,12525,Scratches,2023-05-09
1012,2562,Ertiga,4,4291,High Service Cost,2022-04-28
1013,3408,Creta,5,10953,Scratches,2023-07-15
1014,3915,XUV700,5,6238,AC Problem,2022-09-20
1015,1749,Swift,3,3784,Engine Noise,2022-12-02
1016,3222,Alto,2,10511,Engine Noise,2023-06-06
1017,3875,Baleno,5,5992,No Issue,2024-05-24
1018,3851,Seltos,3,6528,High Service Cost,2024-10-13
1019,2397,Baleno,1,5650,AC Problem,2022-07-23
1020,2965,Creta,4,14409,No Issue,2024-09-10
1021,1060,Alto,2,9402,Engine Noise,2023-10-17
1022,4241,Baleno,2,4779,Scratches,2024-05-05
1023,2530,Ertiga,3,5615,Scratches,2022-08-04
1024,1774,XUV700,5,8346,Late Delivery,2022-08-22
1025,3461,Alto,4,3996,High Service Cost,2023-02-06
1026,4889,Swift,4,11488,Late Delivery,2023-04-30
1027,1115,Alto,2,13437,High Service Cost,2023-01-25
1028,4246,Seltos,2,12477,High Service Cost,2022-06-22
1029,2756,Ertiga,4,10035,Scratches,2024-03-03
1030,2447,Baleno,1,8109,Scratches,2023-05-22
1031,2151,Harrier,3,2109,No Issue,2022-05-24
1032,4560,Baleno,1,2411,Engine Noise,2022-09-04
1033,4076,Creta,5,2070,Engine Noise,2023-06-25
1034,2349,Creta,1,5727,Scratches,2022-11-16
1035,3745,City,1,2717,Engine Noise,2023-11-16
1036,4243,XUV700,5,7476,High Service Cost,2022-08-22
1037,2222,Baleno,3,12662,Engine Noise,2023-07-16
1038,4302,Swift,4,12480,AC Problem,2023-05-13
1039,3847,i20,1,13866,No Issue,2023-10-29
1040,4918,i20,3,8813,Engine Noise,2023-09-04
1041,1626,Swift,5,2718,Engine Noise,2023-08-15
1042,2356,Alto,3,9736,No Issue,2023-06-25
1043,2489,Ertiga,1,9735,No Issue,2022-03-03
1044,2865,City,4,10318,Scratches,2024-08-01
1045,3471,City,5,10617,No Issue,2023-10-07
1046,2336,Alto,5,9242,AC Problem,2022-04-27
1047,1522,Harrier,1,4325,Scratches,2023-05-25
1048,4495,i20,3,12733,High Service Cost,2023-07-09
1049,2639,City,4,4435,Late Delivery,2024-09-15
1050,3222,Seltos,5,4818,Engine Noise,2024-04-21
1051,3945,Baleno,1,2535,No Issue,2023-07-04
1052,4034,City,1,13725,Engine Noise,2024-02-14
1053,2971,Alto,2,8451,High Service Cost,2022-12-03
1054,3421,City,2,9746,Late Delivery,2022-07-03
1055,1631,Ertiga,3,12526,No Issue,2024-10-13
1056,1236,Creta,1,7172,Scratches,2022-10-07
1057,4057,Creta,3,12684,Scratches,2024-03-13
1058,2771,Harrier,3,11336,No Issue,2023-05-31
1059,1967,City,4,11913,No Issue,2024-09-18
1060,2840,Baleno,2,5490,High Service Cost,2022-04-29
1061,1442,XUV700,3,5870,Late Delivery,2024-03-02
1062,4109,Harrier,4,3779,No Issue,2024-04-18
1063,3831,XUV700,4,5147,Scratches,2023-03-10
1064,2911,City,2,2905,Late Delivery,2023-10-30
1065,4927,i20,2,4131,No Issue,2022-11-25
1066,2019,Alto,1,13115,Late Delivery,2022-04-13
1067,4834,Seltos,3,12039,High Service Cost,2024-05-20
1068,3006,XUV700,4,8947,AC Problem,2022-12-11
1069,3934,Baleno,1,10498,No Issue,2023-02-14
1070,3893,i20,3,5516,No Issue,2022-02-18
1071,2562,City,3,13922,Late Delivery,2022-04-29
1072,1841,i20,1,6432,No Issue,2024-05-01
1073,1634,Alto,4,7991,Late Delivery,2023-04-13
1074,3203,Baleno,1,10708,AC Problem,2022-02-16
1075,3776,Alto,3,2100,Late Delivery,2022-01-01
1076,4265,Creta,1,8060,No Issue,2022-06-10
1077,1812,Harrier,1,4147,Scratches,2023-09-16
1078,4232,Harrier,3,4220,High Service Cost,2022-01-23
1079,3687,XUV700,2,13021,Late Delivery,2023-04-21
1080,4899,City,4,12100,Scratches,2024-02-04
1081,4761,Ertiga,3,2027,Late Delivery,2023-05-14
1082,4197,Swift,2,6852,Scratches,2023-05-02
1083,2709,Seltos,1,5336,No Issue,2023-01-14
1084,2570,i20,2,4362,High Service Cost,2024-02-14
1085,4310,Harrier,3,6133,Scratches,2024-06-07
1086,2064,Alto,3,5676,Engine Noise,2023-11-23
1087,1185,i20,1,13416,Late Delivery,2023-05-27
1088,3508,Swift,3,4375,Scratches,2022-01-14
1089,2718,Alto,5,2047,High Service Cost,2022-09-01
1090,2412,Baleno,2,9058,High Service Cost,2024-10-24
1091,4332,Baleno,5,13905,High Service Cost,2022-08-02
1092,4477,Swift,5,10197,AC Problem,2022-02-18
1093,3593,City,2,7533,Scratches,2024-05-27
1094,2472,Ertiga,3,10961,Scratches,2022-06-30
1095,1698,Seltos,2,9602,No Issue,2023-11-03
1096,4472,Seltos,1,3362,Engine Noise,2024-05-19
1097,3354,Ertiga,5,5340,AC Problem,2022-08-05
1098,1944,Alto,5,2816,Scratches,2024-02-02
1099,1136,Seltos,3,14020,AC Problem,2023-09-17
1100,2225,Harrier,2,2007,No Issue,2022-07-09
1101,1892,Alto,4,6872,Late Delivery,2022-01-02
1102,3702,XUV700,3,14950,Engine Noise,2023-04-05
1103,1620,Creta,3,4532,AC Problem,2023-09-24
1104,3204,XUV700,3,4759,High Service Cost,2024-01-27
1105,4326,i20,2,2328,Engine Noise,2024-02-23
1106,3228,Ertiga,3,14687,Late Delivery,2022-05-11
1107,3456,i20,1,6875,Scratches,2023-06-14
1108,1852,Seltos,1,12104,Scratches,2022-08-20
1109,4024,Baleno,5,4385,AC Problem,2023-02-20
1110,4802,Creta,5,5980,No Issue,2023-07-16
1111,4099,Harrier,2,4466,Scratches,2022-06-26
1112,4734,City,4,7329,Scratches,2022-05-05
1113,1870,Alto,5,13229,Engine Noise,2023-01-18
1114,1611,Harrier,5,3194,Late Delivery,2024-10-25
1115,2538,Harrier,5,2100,High Service Cost,2022-07-04
1116,2568,i20,5,4461,High Service Cost,2022-03-25
1117,4270,Baleno,3,8715,No Issue,2024-07-28
1118,1068,Alto,5,2322,Late Delivery,2023-10-27
1119,1601,City,2,14316,Engine Noise,2023-12-11
1120,3064,i20,3,9832,High Service Cost,2024-01-02
1121,3896,XUV700,3,5649,No Issue,2024-09-10
1122,1878,Swift,2,6846,Scratches,2024-06-24
1123,3882,City,4,13268,Scratches,2023-10-12
1124,4906,Harrier,5,7755,AC Problem,2023-06-23
1125,1545,Alto,1,2606,Engine Noise,2022-06-12
1126,2799,Harrier,4,10708,High Service Cost,2022-03-03
1127,2836,Creta,5,11300,AC Problem,2023-02-06
1128,3107,Seltos,1,6335,AC Problem,2022-09-20
1129,1183,Baleno,3,2838,AC Problem,2022-07-18
1130,1837,i20,3,3121,Scratches,2024-02-17
1131,2892,Alto,3,5965,No Issue,2022-01-27
1132,2388,Swift,5,5341,No Issue,2024-10-01
1133,4069,Swift,2,3336,High Service Cost,2024-08-29
1134,2941,XUV700,3,3259,AC Problem,2024-03-26
1135,2952,XUV700,3,13472,Engine Noise,2022-11-19
1136,2457,i20,3,9192,No Issue,2022-12-11
1137,4270,Ertiga,5,12053,Late Delivery,2024-04-18
1138,3800,Swift,1,2644,No Issue,2024-01-30
1139,4303,City,4,12420,Engine Noise,2022-01-11
1140,3770,XUV700,3,2596,AC Problem,2023-03-11
1141,2391,Baleno,4,8389,No Issue,2024-04-19
1142,2453,XUV700,2,4810,AC Problem,2022-05-28
1143,4635,Creta,2,6536,Scratches,2022-09-26
1144,4190,i20,2,8769,Engine Noise,2023-12-16
1145,3377,Harrier,3,2467,Scratches,2022-08-24
1146,4286,Creta,4,11156,Scratches,2023-10-05
1147,4393,Baleno,1,11829,High Service Cost,2024-06-29
1148,2172,Swift,5,4786,AC Problem,2024-02-03
1149,4479,Alto,4,13005,AC Problem,2022-09-09
1150,2711,Swift,5,10418,AC Problem,2023-07-22
1151,2400,Swift,4,4808,AC Problem,2024-06-10
1152,1780,Alto,3,11496,Engine Noise,2024-01-31
1153,4391,Creta,1,7789,Scratches,2022-09-06
1154,2028,City,3,10705,High Service Cost,2024-03-24
1155,3449,Creta,2,2211,High Service Cost,2023-01-08
1156,1627,Harrier,1,2769,Scratches,2022-06-25
1157,3250,Creta,4,13503,Scratches,2024-05-14
1158,4108,Baleno,3,9531,Late Delivery,2023-03-15
1159,1053,Creta,5,10622,Engine Noise,2022-02-23
1160,1287,Seltos,3,5258,High Service Cost,2022-11-17
1161,4355,Ertiga,3,2259,Engine Noise,2024-03-29
1162,4669,Baleno,4,3754,AC Problem,2024-07-16
1163,2068,i20,4,12589,High Service Cost,2024-01-18
1164,1283,Alto,2,14994,No Issue,2024-06-14
1165,1832,i20,1,2045,No Issue,2023-02-08
1166,1581,Alto,3,2876,High Service Cost,2022-12-13
1167,2994,i20,5,10154,Late Delivery,2023-11-07
1168,3089,Seltos,4,4917,No Issue,2023-05-04
1169,4488,XUV700,4,3955,AC Problem,2024-03-10
1170,1271,Ertiga,2,11792,AC Problem,2022-12-25
1171,4212,City,1,4274,Engine Noise,2024-07-30
1172,1916,Harrier,2,9735,Scratches,2023-01-13
1173,1570,Swift,4,3739,Engine Noise,2024-07-19
1174,3799,Alto,5,7666,AC Problem,2022-03-20
1175,3094,Harrier,2,5190,Engine Noise,2024-08-27
1176,4238,Alto,3,2333,AC Problem,2022-11-04
1177,2645,Alto,4,3530,Engine Noise,2024-09-03
1178,3173,Alto,4,2555,AC Problem,2023-11-22
1179,1471,Alto,2,12240,High Service Cost,2022-08-11
1180,1810,Alto,5,10922,High Service Cost,2023-10-18
1181,2946,Swift,2,6823,Engine Noise,2022-06-13
1182,1620,i20,5,6033,Scratches,2023-10-13
1183,1676,i20,4,3163,Late Delivery,2022-11-08
1184,3417,XUV700,2,8028,AC Problem,2022-06-19
1185,1770,Alto,1,11491,Late Delivery,2022-02-16
1186,3635,Baleno,2,14654,No Issue,2022-01-06
1187,3054,Harrier,2,14911,No Issue,2024-06-22
1188,1697,Swift,1,4020,Scratches,2024-01-27
1189,4347,Alto,1,9685,Engine Noise,2024-06-30
1190,2614,Alto,3,8023,AC Problem,2023-06-05
1191,1064,Creta,1,9444,High Service Cost,2024-04-22
1192,4698,Baleno,5,5686,No Issue,2023-07-17
1193,1201,Seltos,3,3940,Engine Noise,2022-11-23
1194,1141,Harrier,5,6396,Late Delivery,2024-06-01
1195,4169,City,3,5071,Scratches,2024-01-14
1196,3864,Creta,3,9016,High Service Cost,2024-10-25
1197,3264,i20,5,5499,High Service Cost,2024-10-26
1198,4038,Harrier,4,11402,No Issue,2022-02-12
1199,4657,Baleno,4,6253,Engine Noise,2024-05-10
1200,2316,Creta,2,9817,High Service Cost,2024-06-14
1201,4579,Ertiga,4,11546,Late Delivery,2022-05-11
1202,2157,Swift,2,13520,Late Delivery,2024-06-26
1203,3309,XUV700,4,8025,Scratches,2023-07-31
1204,3331,Swift,2,9576,Scratches,2022-09-17
1205,1101,Creta,2,8607,Late Delivery,2023-03-12
1206,1376,i20,1,12322,Late Delivery,2023-01-18
1207,1205,XUV700,2,9753,Engine Noise,2023-12-11
1208,4724,Harrier,5,9022,High Service Cost,2023-06-12
1209,4084,Creta,5,6109,Engine Noise,2023-12-16
1210,1760,i20,2,5267,Scratches,2024-05-19
1211,2146,Swift,5,9072,Scratches,2023-08-09
1212,3057,XUV700,4,11427,Scratches,2023-07-29
1213,4663,Ertiga,5,7254,High Service Cost,2022-05-21
1214,2190,Ertiga,1,6203,No Issue,2022-08-13
1215,2634,Seltos,5,7890,Scratches,2022-06-10
1216,2742,Seltos,4,6726,Scratches,2024-07-23
1217,3198,Harrier,4,12970,Engine Noise,2023-02-01
1218,2060,Harrier,2,14452,Engine Noise,2022-01-16
1219,2912,i20,3,13100,No Issue,2022-08-17
1220,3823,Harrier,4,8297,AC Problem,2023-03-14
1221,2497,Swift,2,6442,No Issue,2023-02-18
1222,2467,Ertiga,2,3048,No Issue,2024-07-23
1223,4413,i20,5,3959,No Issue,2023-09-01
1224,2028,XUV700,5,11770,Engine Noise,2024-04-17
1225,1889,Alto,2,5698,Scratches,2023-10-14
1226,2249,Harrier,1,10541,Engine Noise,2022-05-10
1227,2562,Creta,2,7675,Late Delivery,2024-07-17
1228,4195,City,5,9891,Late Delivery,2023-10-17
1229,1402,Swift,4,3478,AC Problem,2024-04-28
1230,3986,Harrier,1,3820,Scratches,2023-11-23
1231,1810,Alto,3,11433,No Issue,2023-04-23
1232,2058,Swift,4,5930,Scratches,2024-09-02
1233,2260,Ertiga,5,7365,Late Delivery,2024-04-28
1234,2491,Ertiga,4,11067,AC Problem,2023-06-03
1235,3546,i20,4,13912,Scratches,2024-06-19
1236,1511,Ertiga,5,8603,No Issue,2022-03-06
1237,2846,Harrier,4,11733,AC Problem,2023-03-28
1238,1316,XUV700,2,7786,AC Problem,2024-05-02
1239,1302,Baleno,1,13897,Engine Noise,2022-06-19
1240,2125,Baleno,5,5701,No Issue,2024-01-08
1241,4660,Seltos,1,13730,Engine Noise,2022-08-19
1242,2335,Swift,2,11011,Late Delivery,2024-08-19
1243,1081,XUV700,5,5909,High Service Cost,2022-01-06
1244,1657,Alto,2,14208,Scratches,2022-09-21
1245,3240,Harrier,3,10400,High Service Cost,2024-07-19
1246,3271,Baleno,3,3884,No Issue,2022-02-22
1247,1052,Alto,3,6502,Engine Noise,2022-01-19
1248,2014,Ertiga,1,4128,No Issue,2022-09-22
1249,1344,Ertiga,3,14180,No Issue,2024-03-16
1250,2108,Baleno,3,9497,Late Delivery,2022-06-09
1251,1986,Baleno,2,10298,No Issue,2024-07-30
1252,2930,Alto,4,12887,Scratches,2023-01-20
1253,4951,Creta,4,12677,Late Delivery,2024-10-27
1254,1640,Swift,3,13277,High Service Cost,2024-05-24
1255,1210,Swift,4,14978,No Issue,2024-05-29
1256,1863,Alto,3,6029,High Service Cost,2023-06-20
1257,1775,Creta,3,3425,Scratches,2022-05-10
1258,1914,Ertiga,1,6605,Scratches,2022-09-07
1259,1182,Creta,5,11309,Scratches,2024-07-02
1260,4343,Creta,4,4129,High Service Cost,2023-09-10
1261,1505,Creta,3,6056,High Service Cost,2022-12-22
1262,4298,Swift,4,2240,Engine Noise,2022-11-08
1263,2857,Creta,1,10356,Late Delivery,2022-02-01
1264,3059,Alto,1,3496,AC Problem,2024-04-17
1265,1092,XUV700,3,13293,No Issue,2022-04-03
1266,1329,Harrier,4,12698,Late Delivery,2024-06-09
1267,3237,Seltos,4,2303,Scratches,2022-02-03
1268,4669,Seltos,4,6774,No Issue,2024-05-01
1269,3913,Seltos,1,2911,Engine Noise,2024-08-28
1270,4001,XUV700,2,7093,Late Delivery,2023-09-01
1271,4069,XUV700,2,8047,Scratches,2023-05-23
1272,4860,Baleno,4,13164,No Issue,2022-11-09
1273,3340,Harrier,4,14211,No Issue,2024-08-01
1274,1260,Alto,5,4761,Scratches,2022-02-01
1275,1709,Baleno,3,2605,High Service Cost,2023-09-29
1276,2951,Creta,1,3038,Late Delivery,2023-09-12
1277,3370,Harrier,5,2406,No Issue,2023-12-24
1278,3057,i20,4,3071,High Service Cost,2024-09-26
1279,4012,i20,2,9830,Engine Noise,2022-01-02
1280,1087,Harrier,2,6209,No Issue,2024-10-07
1281,3387,i20,5,8598,No Issue,2022-04-06
1282,4389,Baleno,2,6621,Engine Noise,2023-05-20
1283,2572,XUV700,2,8088,Engine Noise,2022-07-30
1284,4294,Harrier,3,6443,AC Problem,2024-02-22
1285,3734,i20,4,3452,AC Problem,2024-09-19
1286,3256,Alto,5,4453,No Issue,2022-04-22
1287,2072,i20,1,7499,Scratches,2022-10-30
1288,4607,Creta,1,7180,Engine Noise,2023-11-28
1289,4921,Baleno,4,8673,High Service Cost,2024-05-10
1290,3969,Ertiga,1,4987,Engine Noise,2022-09-12
1291,4689,Swift,2,4789,No Issue,2024-07-15
1292,2846,Baleno,3,13861,No Issue,2022-12-08
1293,3310,City,5,2200,Late Delivery,2024-01-26
1294,4277,City,5,9825,High Service Cost,2022-09-15
1295,4752,Swift,2,8200,Late Delivery,2024-09-08
1296,4568,XUV700,4,10974,Engine Noise,2022-08-17
1297,4969,Seltos,3,4760,Late Delivery,2023-03-08
1298,3717,i20,1,7225,No Issue,2022-04-28
1299,4824,Alto,5,6921,Scratches,2024-06-18
1300,2488,XUV700,5,5713,Engine Noise,2022-01-26
1301,2658,City,4,7652,No Issue,2022-12-06
1302,3067,Harrier,3,11130,Engine Noise,2022-06-20
1303,3615,Swift,1,5116,Late Delivery,2023-06-16
1304,4017,XUV700,5,5617,Late Delivery,2022-12-15
1305,4863,Seltos,5,12612,AC Problem,2023-01-12
1306,2131,Harrier,1,7190,Engine Noise,2022-05-31
1307,3187,Creta,3,10955,AC Problem,2024-04-08
1308,2114,Baleno,3,4894,Engine Noise,2022-08-18
1309,1270,Swift,3,11446,Late Delivery,2022-12-02
1310,4400,City,5,6619,Engine Noise,2022-10-02
1311,4281,Alto,2,9290,AC Problem,2023-12-16
1312,4759,Creta,5,11990,Late Delivery,2024-06-16
1313,2596,Creta,4,7188,AC Problem,2022-09-14
1314,4526,XUV700,4,6966,Engine Noise,2023-11-12
1315,1283,Swift,5,11461,Scratches,2024-10-28
1316,1365,Baleno,5,9540,Engine Noise,2022-12-02
1317,3531,Swift,1,6193,Engine Noise,2024-07-23
1318,1002,Harrier,3,13032,No Issue,2024-09-06
1319,4051,Seltos,1,7441,Scratches,2024-06-05
1320,1783,Creta,4,10904,Late Delivery,2022-11-26
1321,3211,Creta,4,10865,Late Delivery,2022-08-31
1322,1387,City,2,6604,High Service Cost,2022-06-14
1323,4042,Creta,3,11133,Scratches,2024-08-16
1324,2032,Baleno,3,2942,Scratches,2023-04-25
1325,4063,Alto,4,6471,Engine Noise,2022-10-10
1326,2389,Swift,1,5743,No Issue,2024-07-23
1327,3059,Alto,5,12108,Late Delivery,2024-02-13
1328,1073,City,3,8283,Late Delivery,2022-07-28
1329,1237,XUV700,5,5836,No Issue,2023-08-01
1330,4883,Harrier,4,4428,AC Problem,2023-04-26
1331,4179,Creta,2,13566,No Issue,2024-09-30
1332,2985,Ertiga,4,11381,AC Problem,2022-12-30
1333,3962,City,5,13145,AC Problem,2023-02-27
1334,4596,Harrier,4,12505,Scratches,2022-08-01
1335,3281,Swift,3,5624,AC Problem,2024-06-17
1336,2462,i20,5,11444,No Issue,2023-06-05
1337,2780,Seltos,5,9391,No Issue,2024-07-28
1338,2504,i20,2,9927,Engine Noise,2022-01-19
1339,4904,Creta,3,3909,Scratches,2023-06-14
1340,2115,Alto,1,12438,AC Problem,2022-08-25
1341,1871,Creta,2,4674,High Service Cost,2022-04-14
1342,2221,Harrier,3,5324,High Service Cost,2024-07-25
1343,2139,Alto,1,7833,Late Delivery,2022-08-25
1344,2666,Seltos,5,4602,No Issue,2023-07-15
1345,4436,City,2,7797,Engine Noise,2023-08-20
1346,3200,Harrier,5,2154,No Issue,2022-02-07
1347,2656,Harrier,5,13039,Late Delivery,2024-07-31
1348,2131,City,5,4674,No Issue,2023-01-26
1349,2971,Ertiga,3,14057,High Service Cost,2024-01-31
1350,3575,Creta,1,14245,Scratches,2023-09-09
1351,1810,City,3,13833,No Issue,2023-02-21
1352,1055,XUV700,5,12571,AC Problem,2024-09-11
1353,4523,Harrier,2,6503,High Service Cost,2022-11-23
1354,4463,Ertiga,5,3527,High Service Cost,2023-08-07
1355,3662,Baleno,1,2625,Late Delivery,2023-09-22
1356,4279,i20,3,2685,Scratches,2023-02-03
1357,2533,Alto,1,11657,Late Delivery,2022-06-05
1358,1933,Creta,3,12655,Engine Noise,2022-10-04
1359,1662,Harrier,1,13663,AC Problem,2024-09-30
1360,4845,Alto,1,7209,Scratches,2024-07-31
1361,2578,i20,3,14428,Engine Noise,2023-09-29
1362,3347,Seltos,3,2869,Scratches,2024-05-23
1363,4023,Harrier,3,5077,High Service Cost,2024-06-28
1364,3677,Harrier,4,14005,Engine Noise,2022-01-21
1365,2871,Alto,1,12123,Scratches,2022-04-17
1366,2302,Harrier,4,2904,Scratches,2023-12-17
1367,1143,Harrier,4,12042,Engine Noise,2023-06-24
1368,4811,City,5,4022,Scratches,2024-07-21
1369,4275,XUV700,4,3242,Late Delivery,2022-03-08
1370,1228,Swift,4,12818,Late Delivery,2023-09-28
1371,4336,Seltos,3,4711,Engine Noise,2022-08-30
1372,3513,Swift,3,3294,High Service Cost,2024-10-02
1373,3184,Creta,2,12977,No Issue,2023-01-31
1374,1239,XUV700,1,14350,Engine Noise,2022-08-08
1375,3004,Harrier,4,7937,AC Problem,2023-11-22
1376,4769,Creta,4,11055,Engine Noise,2023-02-23
1377,3496,Seltos,1,3556,Engine Noise,2022-12-25
1378,2338,Baleno,3,12752,AC Problem,2023-05-16
1379,1150,Baleno,3,4302,AC Problem,2024-02-20
1380,4396,Alto,1,2736,AC Problem,2024-02-26
1381,4474,Baleno,1,2778,Engine Noise,2023-11-07
1382,1802,Harrier,3,13714,Late Delivery,2022-08-02
1383,1352,Swift,1,7525,Engine Noise,2023-05-07
1384,2974,Ertiga,3,7833,High Service Cost,2022-08-10
1385,2133,City,1,14907,No Issue,2022-09-26
1386,1465,Swift,3,9525,No Issue,2024-01-13
1387,2063,Swift,2,14375,High Service Cost,2022-02-13
1388,3701,Ertiga,3,11606,Engine Noise,2024-09-02
1389,4411,Harrier,3,6784,No Issue,2022-06-10
1390,2395,City,4,10035,Late Delivery,2024-01-18
1391,2548,Seltos,3,6736,No Issue,2022-11-04
1392,2530,Creta,1,10000,AC Problem,2022-04-27
1393,1052,Alto,5,8590,High Service Cost,2022-12-05
1394,4151,Baleno,1,14560,No Issue,2024-06-06
1395,2768,i20,4,8794,High Service Cost,2023-10-29
1396,3398,i20,1,6732,Engine Noise,2024-08-11
1397,2574,Swift,2,2521,No Issue,2024-07-28
1398,3786,City,5,7697,High Service Cost,2024-10-25
1399,3387,Ertiga,5,4847,Late Delivery,2022-03-12
1400,2144,Swift,4,6111,Late Delivery,2022-04-14
1401,3112,i20,5,12607,Scratches,2022-02-25
1402,2463,Harrier,3,8394,No Issue,2024-10-15
1403,1295,XUV700,4,14647,Engine Noise,2024-04-03
1404,3989,Baleno,2,10422,AC Problem,2023-05-11
1405,3252,XUV700,5,9420,Scratches,2022-02-03
1406,1646,City,5,10119,No Issue,2022-02-22
1407,2580,Baleno,4,14899,Late Delivery,2024-10-23
1408,4349,Baleno,5,8749,Engine Noise,2022-11-26
1409,3182,Ertiga,5,13656,Late Delivery,2024-03-15
1410,3425,Harrier,2,12756,No Issue,2022-05-29
1411,4123,XUV700,2,2518,AC Problem,2022-05-13
1412,4812,Swift,4,10675,Engine Noise,2022-09-16
1413,3915,City,5,12304,Engine Noise,2024-09-16
1414,3627,i20,1,12458,Scratches,2023-12-17
1415,4064,Swift,4,5851,Engine Noise,2024-07-19
1416,1709,Alto,2,14463,No Issue,2023-11-03
1417,1066,Baleno,1,8855,AC Problem,2022-05-27
1418,3050,Ertiga,5,14056,AC Problem,2024-04-21
1419,2593,Creta,4,7004,High Service Cost,2024-04-04
1420,2911,City,4,7544,High Service Cost,2023-05-11
1421,4522,Harrier,2,11225,Engine Noise,2023-09-15
1422,1509,Baleno,3,10957,High Service Cost,2023-08-25
1423,4839,City,3,5360,AC Problem,2024-08-01
1424,2891,Seltos,3,8052,No Issue,2022-05-11
1425,2461,City,4,8758,Scratches,2023-12-24
1426,3824,Creta,2,2987,Late Delivery,2024-02-04
1427,2973,Swift,2,10207,Late Delivery,2023-11-08
1428,2999,City,3,9495,No Issue,2023-07-26
1429,2970,i20,1,9092,Scratches,2022-04-08
1430,2551,Alto,3,11762,No Issue,2023-07-08
1431,4851,i20,4,6427,Engine Noise,2023-03-01
1432,1101,Swift,1,2078,Scratches,2023-08-08
1433,4987,XUV700,2,13280,AC Problem,2023-06-23
1434,2460,Seltos,5,3818,High Service Cost,2022-06-23
1435,3846,Harrier,1,11236,Engine Noise,2024-02-24
1436,1733,XUV700,2,11803,High Service Cost,2024-02-01
1437,4092,Creta,1,2431,Engine Noise,2024-02-02
1438,3434,Seltos,3,12795,Engine Noise,2024-08-10
1439,1532,Ertiga,1,12267,Engine Noise,2023-04-30
1440,1091,Ertiga,1,10804,Engine Noise,2023-08-08
1441,2819,Harrier,1,6350,Scratches,2024-02-21
1442,2156,Creta,4,10463,Scratches,2024-02-15
1443,1838,Seltos,4,13899,Engine Noise,2024-04-23
1444,1504,Harrier,3,14849,No Issue,2023-08-02
1445,2476,i20,5,6431,Engine Noise,2024-02-10
1446,1840,i20,4,10949,Engine Noise,2023-03-06
1447,1686,Seltos,5,6303,No Issue,2022-05-12
1448,3772,City,4,14322,No Issue,2024-08-10
1449,3195,XUV700,2,10305,Engine Noise,2023-01-22
1450,1933,Ertiga,2,7151,Late Delivery,2023-10-10
1451,2255,City,1,7016,Late Delivery,2023-09-06
1452,1883,Harrier,5,3962,No Issue,2023-01-07
1453,4236,XUV700,1,5065,Engine Noise,2024-03-24
1454,1313,City,1,5948,AC Problem,2022-10-14
1455,3704,Baleno,4,9671,High Service Cost,2023-07-01
1456,3345,Seltos,4,11025,High Service Cost,2024-07-30
1457,1222,Creta,1,9106,Engine Noise,2022-06-01
1458,3400,i20,4,2928,Engine Noise,2023-07-31
1459,1415,Baleno,2,7422,Engine Noise,2022-08-09
1460,3109,Harrier,2,12274,High Service Cost,2024-05-07
1461,3655,XUV700,5,4915,High Service Cost,2023-09-12
1462,1623,Seltos,2,11535,No Issue,2024-05-05
1463,3423,XUV700,1,14505,Scratches,2023-11-17
1464,3646,XUV700,3,7387,No Issue,2024-02-06
1465,1404,Creta,4,12283,No Issue,2022-02-27
1466,3976,Swift,1,11389,Late Delivery,2023-05-01
1467,2278,Creta,4,14042,AC Problem,2022-08-30
1468,4522,City,5,2197,No Issue,2024-04-22
1469,1389,Swift,1,11048,No Issue,2022-08-09
1470,2648,Baleno,1,6397,No Issue,2023-12-14
1471,1765,XUV700,1,12170,No Issue,2022-08-15
1472,1347,Seltos,5,13362,Scratches,2023-07-23
1473,4573,Ertiga,1,6500,Late Delivery,2023-08-08
1474,2345,Harrier,4,8865,High Service Cost,2024-02-06
1475,4615,Creta,3,11185,AC Problem,2024-02-15
1476,4135,Swift,1,2845,Engine Noise,2023-08-26
1477,4225,Swift,5,8290,High Service Cost,2022-10-17
1478,4005,Swift,5,3747,Late Delivery,2023-05-14
1479,3564,City,1,7507,No Issue,2024-01-22
1480,4466,Creta,5,6965,High Service Cost,2024-04-16
1481,2919,Alto,2,11759,No Issue,2023-06-06
1482,1329,XUV700,5,2345,AC Problem,2024-06-26
1483,4534,XUV700,3,2155,Scratches,2022-09-19
1484,4793,Baleno,2,7561,Scratches,2022-04-20
1485,2968,Ertiga,4,9369,AC Problem,2023-05-16
1486,1973,Ertiga,2,7032,AC Problem,2024-09-01
1487,3139,Harrier,3,14002,Late Delivery,2022-01-13
1488,2245,City,2,10333,AC Problem,2022-03-04
1489,3237,Alto,1,2103,High Service Cost,2022-12-06
1490,3619,Alto,5,3238,Scratches,2024-01-12
